Loc	ID	SigQvNum_stat	Coverage_stat	ShufSigQvNum_stat	Coverage_shufStat	Freq_ypred	Coverage_ypred	dip.pval	ks2.pval	Type
chr11:70012534-70012534(-)	chr11_0_70012533	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015707-70015707(+)	chr11_1_70015706	0	11	0	10	nan	nan	nan	nan	nan
chr11:70015395-70015395(-)	chr11_0_70015394	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010273-70010273(-)	chr11_0_70010272	0	18	0	10	nan	nan	nan	nan	nan
chr11:70013009-70013009(-)	chr11_0_70013008	0	17	0	10	nan	nan	nan	nan	nan
chr11:70013050-70013050(+)	chr11_1_70013049	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015995-70015995(-)	chr11_0_70015994	0	14	0	10	nan	nan	nan	nan	nan
chr11:70019168-70019168(+)	chr11_1_70019167	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013397-70013397(+)	chr11_1_70013396	0	14	0	10	nan	nan	nan	nan	nan
chr11:70012564-70012564(-)	chr11_0_70012563	0	18	0	10	nan	nan	nan	nan	nan
chr11:70018073-70018073(-)	chr11_0_70018072	0	10	0	10	nan	nan	nan	nan	nan
chr11:70018510-70018510(+)	chr11_1_70018509	0	11	0	10	nan	nan	nan	nan	nan
chr11:70015475-70015475(+)	chr11_1_70015474	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013347-70013347(-)	chr11_0_70013346	0	15	0	10	nan	nan	nan	nan	nan
chr11:70015821-70015821(-)	chr11_0_70015820	0	12	0	10	nan	nan	nan	nan	nan
chr11:70016258-70016258(+)	chr11_1_70016257	0	13	0	10	nan	nan	nan	nan	nan
chr11:70012431-70012431(+)	chr11_1_70012430	0	17	0	10	nan	nan	nan	nan	nan
chr11:70010699-70010699(-)	chr11_0_70010698	0	18	0	10	nan	nan	nan	nan	nan
chr11:70016604-70016604(-)	chr11_0_70016603	0	15	0	10	nan	nan	nan	nan	nan
chr11:70013080-70013080(+)	chr11_1_70013079	0	16	0	10	nan	nan	nan	nan	nan
chr11:70018985-70018985(+)	chr11_1_70018984	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013426-70013426(-)	chr11_0_70013425	0	13	0	10	nan	nan	nan	nan	nan
chr11:70013560-70013560(-)	chr11_0_70013559	0	13	0	10	nan	nan	nan	nan	nan
chr11:70015941-70015941(+)	chr11_1_70015940	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010129-70010129(-)	chr11_0_70010128	0	20	0	10	nan	nan	nan	nan	nan
chr11:70019069-70019069(-)	chr11_0_70019068	0	12	0	10	nan	nan	nan	nan	nan
chr11:70015813-70015813(+)	chr11_1_70015812	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013689-70013689(+)	chr11_1_70013688	0	10	0	10	nan	nan	nan	nan	nan
chr11:70013293-70013293(+)	chr11_1_70013292	0	16	0	10	nan	nan	nan	nan	nan
chr11:70010254-70010254(-)	chr11_0_70010253	0	19	0	10	nan	nan	nan	nan	nan
chr11:70015763-70015763(-)	chr11_0_70015762	0	12	0	10	nan	nan	nan	nan	nan
chr11:70013165-70013165(+)	chr11_1_70013164	0	17	0	10	nan	nan	nan	nan	nan
chr11:70012769-70012769(+)	chr11_1_70012768	0	19	0	10	nan	nan	nan	nan	nan
chr11:70019148-70019148(-)	chr11_0_70019147	0	12	0	10	nan	nan	nan	nan	nan
chr11:70013814-70013814(+)	chr11_1_70013813	0	12	0	10	nan	nan	nan	nan	nan
chr11:70019282-70019282(-)	chr11_0_70019281	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010383-70010383(+)	chr11_1_70010382	0	18	0	10	nan	nan	nan	nan	nan
chr11:70013115-70013115(-)	chr11_0_70013114	0	16	0	10	nan	nan	nan	nan	nan
chr11:70015851-70015851(-)	chr11_0_70015850	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010517-70010517(+)	chr11_1_70010516	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015892-70015892(+)	chr11_1_70015891	0	11	0	10	nan	nan	nan	nan	nan
chr11:70019020-70019020(-)	chr11_0_70019019	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010991-70010991(-)	chr11_0_70010990	0	19	0	10	nan	nan	nan	nan	nan
chr11:70016500-70016500(-)	chr11_0_70016499	0	14	0	10	nan	nan	nan	nan	nan
chr11:70010333-70010333(-)	chr11_0_70010332	0	19	0	10	nan	nan	nan	nan	nan
chr11:70016238-70016238(-)	chr11_0_70016237	0	15	0	10	nan	nan	nan	nan	nan
chr11:70016634-70016634(-)	chr11_0_70016633	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016372-70016372(-)	chr11_0_70016371	0	16	0	10	nan	nan	nan	nan	nan
chr11:70015976-70015976(-)	chr11_0_70015975	0	10	0	10	nan	nan	nan	nan	nan
chr11:70013852-70013852(-)	chr11_0_70013851	0	12	0	10	nan	nan	nan	nan	nan
chr11:70014027-70014027(+)	chr11_1_70014026	0	14	0	10	nan	nan	nan	nan	nan
chr11:70013194-70013194(-)	chr11_0_70013193	0	16	0	10	nan	nan	nan	nan	nan
chr11:70019099-70019099(-)	chr11_0_70019098	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010596-70010596(+)	chr11_1_70010595	0	17	0	10	nan	nan	nan	nan	nan
chr11:70010200-70010200(+)	chr11_1_70010199	0	20	0	10	nan	nan	nan	nan	nan
chr11:70012932-70012932(-)	chr11_0_70012931	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015709-70015709(+)	chr11_1_70015708	0	12	0	10	nan	nan	nan	nan	nan
chr11:70015843-70015843(+)	chr11_1_70015842	0	10	0	10	nan	nan	nan	nan	nan
chr11:70016754-70016754(+)	chr11_1_70016753	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016451-70016451(-)	chr11_0_70016450	0	16	0	10	nan	nan	nan	nan	nan
chr11:70016055-70016055(-)	chr11_0_70016054	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016888-70016888(+)	chr11_1_70016887	0	14	0	10	nan	nan	nan	nan	nan
chr11:70010284-70010284(-)	chr11_0_70010283	0	20	0	10	nan	nan	nan	nan	nan
chr11:70013061-70013061(+)	chr11_1_70013060	0	18	0	10	nan	nan	nan	nan	nan
chr11:70018966-70018966(+)	chr11_1_70018965	0	11	0	10	nan	nan	nan	nan	nan
chr11:70012799-70012799(+)	chr11_1_70012798	0	17	0	10	nan	nan	nan	nan	nan
chr11:70018704-70018704(+)	chr11_1_70018703	0	11	0	10	nan	nan	nan	nan	nan
chr11:70015922-70015922(+)	chr11_1_70015921	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010547-70010547(+)	chr11_1_70010546	0	16	0	10	nan	nan	nan	nan	nan
chr11:70016056-70016056(+)	chr11_1_70016055	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016268-70016268(-)	chr11_0_70016267	0	15	0	10	nan	nan	nan	nan	nan
chr11:70016006-70016006(-)	chr11_0_70016005	0	10	0	10	nan	nan	nan	nan	nan
chr11:70016443-70016443(+)	chr11_1_70016442	0	16	0	10	nan	nan	nan	nan	nan
chr11:70011135-70011135(-)	chr11_0_70011134	0	17	0	10	nan	nan	nan	nan	nan
chr11:70013012-70013012(+)	chr11_1_70013011	0	17	0	10	nan	nan	nan	nan	nan
chr11:70018917-70018917(+)	chr11_1_70018916	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017051-70017051(-)	chr11_0_70017050	0	16	0	10	nan	nan	nan	nan	nan
chr11:70010884-70010884(-)	chr11_0_70010883	0	19	0	10	nan	nan	nan	nan	nan
chr11:70013620-70013620(-)	chr11_0_70013619	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010626-70010626(+)	chr11_1_70010625	0	18	0	10	nan	nan	nan	nan	nan
chr11:70013795-70013795(+)	chr11_1_70013794	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010364-70010364(+)	chr11_1_70010363	0	20	0	10	nan	nan	nan	nan	nan
chr11:70014403-70014403(-)	chr11_0_70014402	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011409-70011409(+)	chr11_1_70011408	0	16	0	10	nan	nan	nan	nan	nan
chr11:70016918-70016918(+)	chr11_1_70016917	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016219-70016219(-)	chr11_0_70016218	0	16	0	10	nan	nan	nan	nan	nan
chr11:70016868-70016868(-)	chr11_0_70016867	0	15	0	10	nan	nan	nan	nan	nan
chr11:70017002-70017002(-)	chr11_0_70017001	0	16	0	10	nan	nan	nan	nan	nan
chr11:70016606-70016606(-)	chr11_0_70016605	0	15	0	10	nan	nan	nan	nan	nan
chr11:70014354-70014354(-)	chr11_0_70014353	0	12	0	10	nan	nan	nan	nan	nan
chr11:70013958-70013958(-)	chr11_0_70013957	0	12	0	10	nan	nan	nan	nan	nan
chr11:70017131-70017131(+)	chr11_1_70017130	0	15	0	10	nan	nan	nan	nan	nan
chr11:70011360-70011360(+)	chr11_1_70011359	0	18	0	10	nan	nan	nan	nan	nan
chr11:70016735-70016735(+)	chr11_1_70016734	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010914-70010914(-)	chr11_0_70010913	0	18	0	10	nan	nan	nan	nan	nan
chr11:70013825-70013825(+)	chr11_1_70013824	0	11	0	10	nan	nan	nan	nan	nan
chr11:70014171-70014171(-)	chr11_0_70014170	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010740-70010740(-)	chr11_0_70010739	0	17	0	10	nan	nan	nan	nan	nan
chr11:70017335-70017335(+)	chr11_1_70017334	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011127-70011127(-)	chr11_0_70011126	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016636-70016636(-)	chr11_0_70016635	1	15	2	10	nan	nan	nan	nan	nan
chr11:70017681-70017681(-)	chr11_0_70017680	0	14	0	10	nan	nan	nan	nan	nan
chr11:70014250-70014250(-)	chr11_0_70014249	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013988-70013988(-)	chr11_0_70013987	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010994-70010994(+)	chr11_1_70010993	0	17	0	10	nan	nan	nan	nan	nan
chr11:70013855-70013855(+)	chr11_1_70013854	0	13	0	10	nan	nan	nan	nan	nan
chr11:70017894-70017894(-)	chr11_0_70017893	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011727-70011727(-)	chr11_0_70011726	0	16	0	10	nan	nan	nan	nan	nan
chr11:70014463-70014463(-)	chr11_0_70014462	0	10	0	10	nan	nan	nan	nan	nan
chr11:70014504-70014504(+)	chr11_1_70014503	0	11	0	10	nan	nan	nan	nan	nan
chr11:70014900-70014900(+)	chr11_1_70014899	1	10	1	10	nan	nan	nan	nan	nan
chr11:70011207-70011207(+)	chr11_1_70011206	0	17	0	10	nan	nan	nan	nan	nan
chr11:70011856-70011856(+)	chr11_1_70011855	0	15	0	10	nan	nan	nan	nan	nan
chr11:70014588-70014588(-)	chr11_0_70014587	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017365-70017365(+)	chr11_1_70017364	0	13	0	10	nan	nan	nan	nan	nan
chr11:70014851-70014851(+)	chr11_1_70014850	0	10	0	10	nan	nan	nan	nan	nan
chr11:70017275-70017275(-)	chr11_0_70017274	0	14	0	10	nan	nan	nan	nan	nan
chr11:70017316-70017316(+)	chr11_1_70017315	0	13	0	10	nan	nan	nan	nan	nan
chr11:70017662-70017662(-)	chr11_0_70017661	0	12	0	10	nan	nan	nan	nan	nan
chr11:70012282-70012282(+)	chr11_1_70012281	0	18	0	10	nan	nan	nan	nan	nan
chr11:70012020-70012020(+)	chr11_1_70012019	0	16	0	10	nan	nan	nan	nan	nan
chr11:70017479-70017479(-)	chr11_0_70017478	0	13	0	10	nan	nan	nan	nan	nan
chr11:70017346-70017346(+)	chr11_1_70017345	0	12	0	10	nan	nan	nan	nan	nan
chr11:70011971-70011971(+)	chr11_1_70011970	0	15	0	10	nan	nan	nan	nan	nan
chr11:70011575-70011575(+)	chr11_1_70011574	0	16	0	10	nan	nan	nan	nan	nan
chr11:70012183-70012183(-)	chr11_0_70012182	1	17	1	10	nan	nan	nan	nan	nan
chr11:70012620-70012620(+)	chr11_1_70012619	0	18	0	10	nan	nan	nan	nan	nan
chr11:70018129-70018129(+)	chr11_1_70018128	0	10	0	10	nan	nan	nan	nan	nan
chr11:70017430-70017430(-)	chr11_0_70017429	0	14	0	10	nan	nan	nan	nan	nan
chr11:70012699-70012699(+)	chr11_1_70012698	0	19	0	10	nan	nan	nan	nan	nan
chr11:70012833-70012833(+)	chr11_1_70012832	0	17	0	10	nan	nan	nan	nan	nan
chr11:70018342-70018342(+)	chr11_1_70018341	0	10	0	10	nan	nan	nan	nan	nan
chr11:70015560-70015560(+)	chr11_1_70015559	0	10	0	10	nan	nan	nan	nan	nan
chr11:70015694-70015694(+)	chr11_1_70015693	0	10	0	10	nan	nan	nan	nan	nan
chr11:70015298-70015298(+)	chr11_1_70015297	0	10	0	10	nan	nan	nan	nan	nan
chr11:70015510-70015510(-)	chr11_0_70015509	0	10	0	10	nan	nan	nan	nan	nan
chr11:70016040-70016040(-)	chr11_0_70016039	1	14	0	10	nan	nan	nan	nan	nan
chr11:70018817-70018817(+)	chr11_1_70018816	0	11	0	10	nan	nan	nan	nan	nan
chr11:70012650-70012650(+)	chr11_1_70012649	0	18	0	10	nan	nan	nan	nan	nan
chr11:70017897-70017897(+)	chr11_1_70017896	0	10	0	10	nan	nan	nan	nan	nan
chr11:70012862-70012862(-)	chr11_0_70012861	0	17	0	10	nan	nan	nan	nan	nan
chr11:70012996-70012996(-)	chr11_0_70012995	0	17	0	10	nan	nan	nan	nan	nan
chr11:70010002-70010002(+)	chr11_1_70010001	0	20	0	10	nan	nan	nan	nan	nan
chr11:70012338-70012338(-)	chr11_0_70012337	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015115-70015115(+)	chr11_1_70015114	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010348-70010348(-)	chr11_0_70010347	0	19	0	10	nan	nan	nan	nan	nan
chr11:70013125-70013125(+)	chr11_1_70013124	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015595-70015595(-)	chr11_0_70015594	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017976-70017976(+)	chr11_1_70017975	0	10	0	10	nan	nan	nan	nan	nan
chr11:70012205-70012205(+)	chr11_1_70012204	0	17	0	10	nan	nan	nan	nan	nan
chr11:70013209-70013209(-)	chr11_0_70013208	0	17	0	10	nan	nan	nan	nan	nan
chr11:70012813-70012813(-)	chr11_0_70012812	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015986-70015986(+)	chr11_1_70015985	0	13	0	10	nan	nan	nan	nan	nan
chr11:70018718-70018718(-)	chr11_0_70018717	0	12	0	10	nan	nan	nan	nan	nan
chr11:70012551-70012551(-)	chr11_0_70012550	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015462-70015462(+)	chr11_1_70015461	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010206-70010206(+)	chr11_1_70010205	0	20	0	10	nan	nan	nan	nan	nan
chr11:70015674-70015674(-)	chr11_0_70015673	0	10	0	10	nan	nan	nan	nan	nan
chr11:70012680-70012680(+)	chr11_1_70012679	0	19	0	10	nan	nan	nan	nan	nan
chr11:70013026-70013026(-)	chr11_0_70013025	0	17	0	10	nan	nan	nan	nan	nan
chr11:70012630-70012630(-)	chr11_0_70012629	0	18	0	10	nan	nan	nan	nan	nan
chr11:70012764-70012764(-)	chr11_0_70012763	0	18	0	10	nan	nan	nan	nan	nan
chr11:70018273-70018273(-)	chr11_0_70018272	0	10	0	10	nan	nan	nan	nan	nan
chr11:70015675-70015675(+)	chr11_1_70015674	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010378-70010378(-)	chr11_0_70010377	0	19	0	10	nan	nan	nan	nan	nan
chr11:70015229-70015229(-)	chr11_0_70015228	0	10	0	10	nan	nan	nan	nan	nan
chr11:70012235-70012235(+)	chr11_1_70012234	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015363-70015363(-)	chr11_0_70015362	0	11	0	10	nan	nan	nan	nan	nan
chr11:70012977-70012977(-)	chr11_0_70012976	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015754-70015754(+)	chr11_1_70015753	0	10	0	10	nan	nan	nan	nan	nan
chr11:70018090-70018090(-)	chr11_0_70018089	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013626-70013626(-)	chr11_0_70013625	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010632-70010632(+)	chr11_1_70010631	0	17	0	10	nan	nan	nan	nan	nan
chr11:70016141-70016141(+)	chr11_1_70016140	0	13	0	10	nan	nan	nan	nan	nan
chr11:70015838-70015838(-)	chr11_0_70015837	0	12	0	10	nan	nan	nan	nan	nan
chr11:70019264-70019264(+)	chr11_1_70019263	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013097-70013097(+)	chr11_1_70013096	0	18	0	10	nan	nan	nan	nan	nan
chr11:70019002-70019002(+)	chr11_1_70019001	0	11	0	10	nan	nan	nan	nan	nan
chr11:70012794-70012794(-)	chr11_0_70012793	0	18	0	10	nan	nan	nan	nan	nan
chr11:70012398-70012398(-)	chr11_0_70012397	0	17	0	10	nan	nan	nan	nan	nan
chr11:70018740-70018740(+)	chr11_1_70018739	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010449-70010449(+)	chr11_1_70010448	0	20	0	10	nan	nan	nan	nan	nan
chr11:70013577-70013577(-)	chr11_0_70013576	0	12	0	10	nan	nan	nan	nan	nan
chr11:70019086-70019086(-)	chr11_0_70019085	0	12	0	10	nan	nan	nan	nan	nan
chr11:70016488-70016488(+)	chr11_1_70016487	0	16	0	10	nan	nan	nan	nan	nan
chr11:70010795-70010795(-)	chr11_0_70010794	0	17	0	10	nan	nan	nan	nan	nan
chr11:70018953-70018953(+)	chr11_1_70018952	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010013-70010013(+)	chr11_1_70010012	0	16	0	10	nan	nan	nan	nan	nan
chr11:70015909-70015909(+)	chr11_1_70015908	0	12	0	10	nan	nan	nan	nan	nan
chr11:70016517-70016517(-)	chr11_0_70016516	0	16	0	10	nan	nan	nan	nan	nan
chr11:70013523-70013523(+)	chr11_1_70013522	0	14	0	10	nan	nan	nan	nan	nan
chr11:70013261-70013261(+)	chr11_1_70013260	0	17	0	10	nan	nan	nan	nan	nan
chr11:70013473-70013473(-)	chr11_0_70013472	0	14	0	10	nan	nan	nan	nan	nan
chr11:70010875-70010875(+)	chr11_1_70010874	0	19	0	10	nan	nan	nan	nan	nan
chr11:70013607-70013607(-)	chr11_0_70013606	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010613-70010613(+)	chr11_1_70010612	0	17	0	10	nan	nan	nan	nan	nan
chr11:70010217-70010217(+)	chr11_1_70010216	0	20	0	10	nan	nan	nan	nan	nan
chr11:70016122-70016122(+)	chr11_1_70016121	0	13	0	10	nan	nan	nan	nan	nan
chr11:70011000-70011000(+)	chr11_1_70010999	1	17	1	10	nan	nan	nan	nan	nan
chr11:70013736-70013736(+)	chr11_1_70013735	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010301-70010301(-)	chr11_0_70010300	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015810-70015810(-)	chr11_0_70015809	0	11	0	10	nan	nan	nan	nan	nan
chr11:70013820-70013820(-)	chr11_0_70013819	0	12	0	10	nan	nan	nan	nan	nan
chr11:70019329-70019329(-)	chr11_0_70019328	0	10	0	10	nan	nan	nan	nan	nan
chr11:70016335-70016335(+)	chr11_1_70016334	0	16	0	10	nan	nan	nan	nan	nan
chr11:70019067-70019067(-)	chr11_0_70019066	0	12	0	10	nan	nan	nan	nan	nan
chr11:70016681-70016681(-)	chr11_0_70016680	0	15	0	10	nan	nan	nan	nan	nan
chr11:70017118-70017118(+)	chr11_1_70017117	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016023-70016023(-)	chr11_0_70016022	0	13	0	10	nan	nan	nan	nan	nan
chr11:70011559-70011559(-)	chr11_0_70011558	0	15	0	10	nan	nan	nan	nan	nan
chr11:70013375-70013375(-)	chr11_0_70013374	0	13	0	10	nan	nan	nan	nan	nan
chr11:70010593-70010593(-)	chr11_0_70010592	0	18	0	10	nan	nan	nan	nan	nan
chr11:70011772-70011772(-)	chr11_0_70011771	0	16	0	10	nan	nan	nan	nan	nan
chr11:70017281-70017281(-)	chr11_0_70017280	0	15	0	10	nan	nan	nan	nan	nan
chr11:70013454-70013454(-)	chr11_0_70013453	0	14	0	10	nan	nan	nan	nan	nan
chr11:70016365-70016365(+)	chr11_1_70016364	0	15	0	10	nan	nan	nan	nan	nan
chr11:70011505-70011505(+)	chr11_1_70011504	0	17	0	10	nan	nan	nan	nan	nan
chr11:70010981-70010981(+)	chr11_1_70010980	0	18	0	10	nan	nan	nan	nan	nan
chr11:70011456-70011456(+)	chr11_1_70011455	0	16	0	10	nan	nan	nan	nan	nan
chr11:70011060-70011060(+)	chr11_1_70011059	0	18	0	10	nan	nan	nan	nan	nan
chr11:70014188-70014188(-)	chr11_0_70014187	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017573-70017573(-)	chr11_0_70017572	0	14	0	10	nan	nan	nan	nan	nan
chr11:70017698-70017698(-)	chr11_0_70017697	0	14	0	10	nan	nan	nan	nan	nan
chr11:70014401-70014401(-)	chr11_0_70014400	0	12	0	10	nan	nan	nan	nan	nan
chr11:70011407-70011407(+)	chr11_1_70011406	0	17	0	10	nan	nan	nan	nan	nan
chr11:70011223-70011223(-)	chr11_0_70011222	0	16	0	10	nan	nan	nan	nan	nan
chr11:70017128-70017128(-)	chr11_0_70017127	0	16	0	10	nan	nan	nan	nan	nan
chr11:70017961-70017961(+)	chr11_1_70017960	0	10	0	10	nan	nan	nan	nan	nan
chr11:70017262-70017262(-)	chr11_0_70017261	0	14	0	10	nan	nan	nan	nan	nan
chr11:70013872-70013872(+)	chr11_1_70013871	0	11	0	10	nan	nan	nan	nan	nan
chr11:70014480-70014480(-)	chr11_0_70014479	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011611-70011611(+)	chr11_1_70011610	0	15	0	10	nan	nan	nan	nan	nan
chr11:70011957-70011957(-)	chr11_0_70011956	0	15	0	10	nan	nan	nan	nan	nan
chr11:70017466-70017466(-)	chr11_0_70017465	0	13	0	10	nan	nan	nan	nan	nan
chr11:70014431-70014431(-)	chr11_0_70014430	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011690-70011690(+)	chr11_1_70011689	0	16	0	10	nan	nan	nan	nan	nan
chr11:70011824-70011824(+)	chr11_1_70011823	0	17	0	10	nan	nan	nan	nan	nan
chr11:70011387-70011387(-)	chr11_0_70011386	0	17	0	10	nan	nan	nan	nan	nan
chr11:70014298-70014298(+)	chr11_1_70014297	0	13	0	10	nan	nan	nan	nan	nan
chr11:70018337-70018337(-)	chr11_0_70018336	0	11	0	10	nan	nan	nan	nan	nan
chr11:70014551-70014551(+)	chr11_1_70014550	0	11	0	10	nan	nan	nan	nan	nan
chr11:70014635-70014635(-)	chr11_0_70014634	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011600-70011600(-)	chr11_0_70011599	0	16	0	10	nan	nan	nan	nan	nan
chr11:70011379-70011379(+)	chr11_1_70011378	0	18	0	10	nan	nan	nan	nan	nan
chr11:70012383-70012383(-)	chr11_0_70012382	0	16	0	10	nan	nan	nan	nan	nan
chr11:70011987-70011987(-)	chr11_0_70011986	0	15	0	10	nan	nan	nan	nan	nan
chr11:70014764-70014764(+)	chr11_1_70014763	0	10	0	10	nan	nan	nan	nan	nan
chr11:70015506-70015506(-)	chr11_0_70015505	0	12	0	10	nan	nan	nan	nan	nan
chr11:70012250-70012250(+)	chr11_1_70012249	0	18	0	10	nan	nan	nan	nan	nan
chr11:70017363-70017363(+)	chr11_1_70017362	0	13	0	10	nan	nan	nan	nan	nan
chr11:70015111-70015111(+)	chr11_1_70015110	0	10	0	10	nan	nan	nan	nan	nan
chr11:70014715-70014715(+)	chr11_1_70014714	1	11	1	10	nan	nan	nan	nan	nan
chr11:70012587-70012587(-)	chr11_0_70012586	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015710-70015710(-)	chr11_0_70015709	0	11	0	10	nan	nan	nan	nan	nan
chr11:70012675-70012675(-)	chr11_0_70012674	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015448-70015448(-)	chr11_0_70015447	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017922-70017922(-)	chr11_0_70017921	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017526-70017526(-)	chr11_0_70017525	0	14	1	10	nan	nan	nan	nan	nan
chr11:70012151-70012151(-)	chr11_0_70012150	0	16	0	10	nan	nan	nan	nan	nan
chr11:70017660-70017660(-)	chr11_0_70017659	0	13	0	10	nan	nan	nan	nan	nan
chr11:70012800-70012800(-)	chr11_0_70012799	0	18	0	10	nan	nan	nan	nan	nan
chr11:70015577-70015577(+)	chr11_1_70015576	0	12	0	10	nan	nan	nan	nan	nan
chr11:70010202-70010202(+)	chr11_1_70010201	0	17	0	10	nan	nan	nan	nan	nan
chr11:70011884-70011884(+)	chr11_1_70011883	0	15	0	10	nan	nan	nan	nan	nan
chr11:70012018-70012018(+)	chr11_1_70012017	0	16	0	10	nan	nan	nan	nan	nan
chr11:70015923-70015923(-)	chr11_0_70015922	0	13	0	10	nan	nan	nan	nan	nan
chr11:70010152-70010152(-)	chr11_0_70010151	0	20	0	10	nan	nan	nan	nan	nan
chr11:70013063-70013063(+)	chr11_1_70013062	1	17	1	10	nan	nan	nan	nan	nan
chr11:70012667-70012667(+)	chr11_1_70012666	0	19	0	10	nan	nan	nan	nan	nan
chr11:70011834-70011834(-)	chr11_0_70011833	0	16	0	10	nan	nan	nan	nan	nan
chr11:70018135-70018135(-)	chr11_0_70018134	0	11	0	10	nan	nan	nan	nan	nan
chr11:70011968-70011968(-)	chr11_0_70011967	0	15	0	10	nan	nan	nan	nan	nan
chr11:70012617-70012617(-)	chr11_0_70012616	0	18	1	10	nan	nan	nan	nan	nan
chr11:70015790-70015790(+)	chr11_1_70015789	0	12	0	10	nan	nan	nan	nan	nan
chr11:70015924-70015924(+)	chr11_1_70015923	0	13	0	10	nan	nan	nan	nan	nan
chr11:70012097-70012097(+)	chr11_1_70012096	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015740-70015740(-)	chr11_0_70015739	0	13	0	10	nan	nan	nan	nan	nan
chr11:70012746-70012746(+)	chr11_1_70012745	0	17	0	10	nan	nan	nan	nan	nan
chr11:70015478-70015478(-)	chr11_0_70015477	1	10	1	10	nan	nan	nan	nan	nan
chr11:70015874-70015874(-)	chr11_0_70015873	0	12	0	10	nan	nan	nan	nan	nan
chr11:70018785-70018785(+)	chr11_1_70018784	0	11	0	10	nan	nan	nan	nan	nan
chr11:70017952-70017952(-)	chr11_0_70017951	0	11	0	10	nan	nan	nan	nan	nan
chr11:70018389-70018389(+)	chr11_1_70018388	0	10	0	10	nan	nan	nan	nan	nan
chr11:70018127-70018127(+)	chr11_1_70018126	0	10	0	10	nan	nan	nan	nan	nan
chr11:70018997-70018997(-)	chr11_0_70018996	0	12	0	10	nan	nan	nan	nan	nan
chr11:70015607-70015607(+)	chr11_1_70015606	0	11	0	10	nan	nan	nan	nan	nan
chr11:70010232-70010232(+)	chr11_1_70010231	1	19	1	10	nan	nan	nan	nan	nan
chr11:70012568-70012568(-)	chr11_0_70012567	0	18	0	10	nan	nan	nan	nan	nan
chr11:70013093-70013093(+)	chr11_1_70013092	0	18	0	10	nan	nan	nan	nan	nan
